PassengerId,Survived_pred,Survived_prob
892,0,0.11385611480942194
893,0,0.3881789592254567
894,0,0.10540504872528551
895,0,0.10797913168650368
896,1,0.5827256881490367
897,0,0.15371926921062545
898,1,0.6694519734334029
899,0,0.1667256343547231
900,1,0.7690528452907273
901,0,0.07147146863463104
902,0,0.10487141804571178
903,0,0.24295386075177433
904,1,0.927987012689555
905,0,0.059139640917438986
906,1,0.8193558545722063
907,1,0.8157644032988969
908,0,0.21540227761170733
909,0,0.18117625990451647
910,1,0.5422734991887908
911,1,0.5896335916632117
912,0,0.22006033024401644
913,0,0.17331422008994088
914,1,0.8862760283112067
915,1,0.5330862987260732
916,1,0.9311328325949523
917,0,0.041045430123325975
918,1,0.9644622686921872
919,0,0.17435181752567364
920,0,0.40337605726634984
921,0,0.08565108143033207
922,0,0.08610071840464413
923,0,0.13271940848574804
924,1,0.5020762157247969
925,1,0.5423409287589456
926,0,0.4736626107131676
927,0,0.19301068881973313
928,1,0.6163419176185964
929,1,0.6666782629876981
930,0,0.11429536908588157
931,0,0.11446414236246
932,0,0.11342582037125548
933,1,0.5013208610568975
934,0,0.07249264086074995
935,1,0.7662942186768373
936,1,0.8595082897464936
937,0,0.1139732724429366
938,0,0.47545081943794293
939,0,0.1359012317548012
940,1,0.8953865128981197
941,1,0.5599323603698654
942,0,0.4655627985643247
943,0,0.28624651925167494
944,1,0.7001837195962636
945,1,0.8549859772568825
946,0,0.28015152371213703
947,0,0.06992133549446504
948,0,0.08610543082773292
949,0,0.1709093230924414
950,0,0.0784882347351909
951,1,0.9634023293923792
952,0,0.1416318751629751
953,0,0.1836642809981428
954,0,0.13785432403673023
955,1,0.7221078969119775
956,1,0.677077835203415
957,1,0.7800477324118746
958,1,0.7464511653172228
959,0,0.2433295427710871
960,1,0.5830225321609721
961,1,0.8098368427702487
962,1,0.7094536626429537
963,0,0.12715823803503593
964,1,0.6088943971393351
965,1,0.601415584612339
966,1,0.9607858544039131
967,1,0.6589387579763472
968,0,0.10490070014584514
969,1,0.7866583814834838
970,0,0.19302587099289117
971,1,0.7094536626429537
972,0,0.20413417753518445
973,0,0.2406103858359943
974,0,0.22619143625612947
975,0,0.10487141804571178
976,0,0.2538706632349213
977,0,0.11434418160434272
978,1,0.6898896131945728
979,1,0.6868321529389642
980,1,0.683133965894711
981,0,0.29441683245542516
982,1,0.5835185358121581
983,0,0.10484848354278775
984,1,0.8848727756581724
985,0,0.10490070014584514
986,0,0.4841200327437403
987,0,0.11394688542548398
988,1,0.6425606217077685
989,0,0.10199028201893673
990,1,0.6732000891403261
991,0,0.09115851909760067
992,1,0.9087604302437404
993,0,0.16162164444697366
994,0,0.1359012317548012
995,0,0.11083732709978404
996,1,0.7175632237170804
997,0,0.1076817682208845
998,0,0.16359691002146654
999,0,0.1359012317548012
1000,0,0.10502658896949951
1001,0,0.3794015588175729
1002,0,0.2059554497817226
1003,1,0.6831467503280432
1004,1,0.9428845161348011
1005,1,0.7432640851405505
1006,1,0.8310594987983884
1007,0,0.14984530660394027
1008,0,0.15085617444775862
1009,1,0.6831753330755109
1010,1,0.5680770538875282
1011,1,0.7128976464331228
1012,1,0.8523819397976969
1013,0,0.1010885742978614
1014,1,0.9277280218687433
1015,0,0.10474886102043067
1016,0,0.1359012317548012
1017,1,0.6969388486049515
1018,0,0.12372112830595201
1019,1,0.5321320665778481
1020,0,0.1413614454157771
1021,0,0.1171810190678213
1022,0,0.09377063580604991
1023,0,0.41344466102157734
1024,1,0.624637228155343
1025,0,0.11271233391896776
1026,0,0.06842215096345859
1027,0,0.11714005552247427
1028,0,0.15714661973582741
1029,0,0.21316581856579236
1030,1,0.6524215222123129
1031,0,0.05872721914130132
1032,0,0.3625826131236518
1033,1,0.8947355954660009
1034,0,0.3968903759851662
1035,0,0.20719568065458766
1036,0,0.2667998473755307
1037,0,0.038291946335733254
1038,0,0.44798747068757255
1039,0,0.12377688121595087
1040,0,0.36006103276051876
1041,0,0.14936354872375174
1042,1,0.966029531538494
1043,0,0.15123440809083863
1044,0,0.041380135070895926
1045,1,0.5580791362729718
1046,0,0.04873103213419302
1047,0,0.11707643812462203
1048,1,0.951983603846863
1049,1,0.6523317086720177
1050,0,0.3939980437459128
1051,1,0.6336458996320605
1052,1,0.6831266541253045
1053,0,0.19912323998244452
1054,1,0.7880205361018882
1055,0,0.10470145110713533
1056,0,0.14518231015496255
1057,1,0.5570376670587551
1058,0,0.46266880659222615
1059,0,0.07942165983903883
1060,1,0.9216167917698599
1061,1,0.6598612827562649
1062,0,0.10480577793728278
1063,0,0.15509599239086844
1064,0,0.090144948590206
1065,0,0.15106141800827352
1066,0,0.05701660701759005
1067,1,0.8464523563950873
1068,1,0.8244571190962571
1069,0,0.3403335093498582
1070,1,0.9007642318156595
1071,1,0.8845612377912675
1072,0,0.19302587099289117
1073,0,0.4808752478041577
1074,1,0.904748907950466
1075,0,0.1359012317548012
1076,1,0.930031080917434
1077,0,0.14985994638686223
1078,1,0.8151541375265453
1079,0,0.07781961619582871
1080,0,0.11056466485719847
1081,0,0.14908851732169814
1082,0,0.13422334736414057
1083,0,0.35980474286696273
1084,0,0.12426390670299246
1085,0,0.10889820311185931
1086,0,0.33044690459145043
1087,0,0.09112571338079353
1088,1,0.7904716102932445
1089,1,0.6867124988999135
1090,0,0.22835667530496578
1091,1,0.6163718100642062
1092,1,0.6865173492445029
1093,0,0.2193072283862484
1094,0,0.48369933819396416
1095,1,0.8268163716523684
1096,0,0.2175717131107905
1097,0,0.4607176611783955
1098,1,0.6342055480401215
1099,0,0.22291768464970016
1100,1,0.9473125721985307
1101,0,0.11396730834794418
1102,0,0.0962883718506501
1103,0,0.10471093157365917
1104,0,0.2883510469935557
1105,0,0.48612043248433495
1106,0,0.23513825214795736
1107,0,0.40172663744101483
1108,1,0.6831905305384434
1109,0,0.17747742160426555
1110,1,0.9165473653037397
1111,0,0.10490070014584514
1112,1,0.7812713953160366
1113,0,0.12719285879970876
1114,1,0.9042944162723423
1115,0,0.12713579048085996
1116,1,0.8436594475879509
1117,1,0.712567186744465
1118,0,0.12038552947400202
1119,1,0.683133965894711
1120,0,0.07455163237222444
1121,0,0.16558479661739223
1122,0,0.30423564042732754
1123,1,0.9055764940225389
1124,0,0.09409901572298666
1125,0,0.13593192284927866
1126,0,0.4772869340443215
1127,0,0.13064406229137385
1128,0,0.3085525550525872
1129,0,0.18584036195323628
1130,1,0.7730537071410937
1131,1,0.872831965649503
1132,1,0.835347193503433
1133,1,0.6802536170315707
1134,0,0.44479344016441685
1135,0,0.10486984210622317
1136,0,0.0795702578217292
1137,0,0.33544993991401356
1138,1,0.8104174395105831
1139,0,0.10909536874314943
1140,1,0.7128976464331228
1141,1,0.6389604905532364
1142,1,0.8565800303015805
1143,0,0.13066032771170494
1144,1,0.5849726663022713
1145,0,0.11744806723708247
1146,0,0.09270267694845757
1147,0,0.10480577793728278
1148,0,0.1359012317548012
1149,0,0.10490070014584514
1150,1,0.8219966259450667
1151,0,0.12713112181494426
1152,0,0.061511711067857335
1153,0,0.12714889944122054
1154,1,0.7753654859567678
1155,1,0.7285924703487444
1156,0,0.2666437682253318
1157,0,0.10487141804571178
1158,0,0.3477825161854641
1159,0,0.10480577793728278
1160,1,0.6163419176185964
1161,0,0.1418205105420358
1162,0,0.49067841567434556
1163,0,0.1359012317548012
1164,1,0.952226024805815
1165,1,0.6102727309839241
1166,0,0.15106032857761498
1167,1,0.7666819563263949
1168,0,0.20209302349342237
1169,0,0.1139612612305921
1170,0,0.14808316728490403
1171,0,0.23388843006307106
1172,1,0.6527024061819192
1173,0,0.1652772088698983
1174,1,0.683133965894711
1175,1,0.7620456013333677
1176,1,0.7256380878945496
1177,0,0.08358700918819455
1178,0,0.10474886102043067
1179,0,0.47678435656224166
1180,0,0.24123553362129932
1181,0,0.10490070014584514
1182,0,0.36616523342647217
1183,1,0.6691479028015415
1184,0,0.15106141800827352
1185,0,0.32102543996179056
1186,0,0.08393627602986571
1187,0,0.11086140936071698
1188,1,0.9030806075767218
1189,0,0.08565108143033207
1190,0,0.3545656340096325
1191,0,0.10197716696458349
1192,0,0.09372337933203034
1193,0,0.42864772783913
1194,0,0.13955669179793023
1195,0,0.11730924112813776
1196,1,0.683133965894711
1197,1,0.7626282981378031
1198,0,0.21930773550924643
1199,0,0.2149254410480395
1200,0,0.26206949935545326
1201,0,0.40652838944659525
1202,0,0.13807382980581653
1203,0,0.176603823097553
1204,0,0.10481052224604105
1205,1,0.6196449366307963
1206,1,0.9218323094088277
1207,1,0.7522425739566636
1208,0,0.36101143535721697
1209,0,0.2510362094665835
1210,0,0.10782175846683423
1211,0,0.14005114170542543
1212,0,0.11083732709978404
1213,0,0.25874005102543046
1214,0,0.4480919453951456
1215,0,0.32503027304826504
1216,1,0.8883703565643492
1217,0,0.12022588198789576
1218,1,0.9073760199284538
1219,0,0.35213514160473003
1220,0,0.15336207109049102
1221,0,0.2404348543208197
1222,1,0.6626666204183213
1223,1,0.5221117105715622
1224,0,0.15106032857761498
1225,1,0.7013280337906524
1226,0,0.10782985291900109
1227,1,0.5842683529724348
1228,0,0.18351269945836193
1229,0,0.1121733649688774
1230,0,0.22488922439987877
1231,0,0.15106141800827352
1232,0,0.25693442577112535
1233,0,0.09368974573731968
1234,0,0.08667265563802107
1235,1,0.9499299954569156
1236,0,0.07825448303047981
1237,1,0.6998957930386842
1238,0,0.21316581856579236
1239,1,0.6411524771907953
1240,0,0.2239705771572276
1241,1,0.7636064251737495
1242,1,0.9300705765667342
1243,0,0.2175717131107905
1244,0,0.28200533546647905
1245,0,0.09516081108347267
1246,1,0.7369749280409748
1247,0,0.3361072867205545
1248,1,0.7742596028334423
1249,0,0.10486826618764221
1250,0,0.1359012317548012
1251,1,0.5228668439623788
1252,0,0.013617329808113076
1253,1,0.8185697532523538
1254,1,0.7636064251737495
1255,0,0.10797913168650368
1256,1,0.961360995244015
1257,1,0.5653772237237261
1258,0,0.11434502142404211
1259,1,0.6736680080571269
1260,1,0.8807324906257463
1261,0,0.273225067749723
1262,0,0.18410797706599394
1263,1,0.959592364141954
1264,0,0.33133591322415507
1265,0,0.13397180370599582
1266,1,0.862685615426465
1267,1,0.9175816407452219
1268,0,0.49780298932049905
1269,0,0.23988120692564788
1270,0,0.31264195836680825
1271,0,0.06166211403830599
1272,0,0.1359012317548012
1273,0,0.14341177737530286
1274,1,0.619422144490418
1275,1,0.6070847009771075
1276,0,0.20286875258888676
1277,1,0.7584193085988317
1278,0,0.11712348952673218
1279,0,0.09355517575984146
1280,0,0.16357731594393987
1281,0,0.08024666107356038
1282,1,0.5735501130855976
1283,1,0.8736091483031349
1284,0,0.1607992436430226
1285,0,0.12295553545719466
1286,0,0.040970480308494504
1287,1,0.9350379381500293
1288,0,0.1510678986776113
1289,1,0.9399567831539851
1290,0,0.1237165672601495
